player_name,sport,league,avg_annual_pay,agency_name,agency_url
Austin Reed,Football,NFL,0,The Team,https://www.athleteagent.com/agencies/326/clients
Ben Yurosek,Football,NFL,995000,The Team,https://www.athleteagent.com/agencies/326/clients
Bilal Nichols,Football,NFL,7000000,The Team,https://www.athleteagent.com/agencies/326/clients
Billy Bowman Jr.,Football,NFL,1296538,The Team,https://www.athleteagent.com/agencies/326/clients
Brandon Walton,Football,NFL,787500,The Team,https://www.athleteagent.com/agencies/326/clients
Brayden Willis,Football,NFL,1306633,The Team,https://www.athleteagent.com/agencies/326/clients
Brevin Jordan,Football,NFL,1050000,The Team,https://www.athleteagent.com/agencies/326/clients
Brian Asamoah,Football,NFL,0,The Team,https://www.athleteagent.com/agencies/326/clients
Cam Robinson,Football,NFL,12000000,The Team,https://www.athleteagent.com/agencies/326/clients
Cameron Jordan,Football,NFL,6050000,The Team,https://www.athleteagent.com/agencies/326/clients
Carson Schwesinger,Football,NFL,2950100,The Team,https://www.athleteagent.com/agencies/326/clients
Casey Toohill,Football,NFL,1337500,The Team,https://www.athleteagent.com/agencies/326/clients
Charles Grant,Football,NFL,0,The Team,https://www.athleteagent.com/agencies/326/clients
Charlie Kolar,Football,NFL,1091221,The Team,https://www.athleteagent.com/agencies/326/clients
Chau Smith-Wade,Football,NFL,1085996,The Team,https://www.athleteagent.com/agencies/326/clients
Colby Parkinson,Football,NFL,7500000,The Team,https://www.athleteagent.com/agencies/326/clients
Colton McKivitz,Football,NFL,15000000,The Team,https://www.athleteagent.com/agencies/326/clients
D'Wayne Eskridge,Football,NFL,1270000,The Team,https://www.athleteagent.com/agencies/326/clients
Dalton Schultz,Football,NFL,12000000,The Team,https://www.athleteagent.com/agencies/326/clients
Damar Hamlin,Football,NFL,910119,The Team,https://www.athleteagent.com/agencies/326/clients
Danny Gray,Football,NFL,1261227,The Team,https://www.athleteagent.com/agencies/326/clients
Danny Stutsman,Football,NFL,1307091,The Team,https://www.athleteagent.com/agencies/326/clients
David Walker,Football,NFL,1290815,The Team,https://www.athleteagent.com/agencies/326/clients
De'Zhaun Stribling,Football,NFL,0,The Team,https://www.athleteagent.com/agencies/326/clients
Demetric Felton,Football,NFL,0,The Team,https://www.athleteagent.com/agencies/326/clients
Drew Dalman,Football,NFL,14000000,The Team,https://www.athleteagent.com/agencies/326/clients
Drue Tranquill,Football,NFL,6333333,The Team,https://www.athleteagent.com/agencies/326/clients
Dylan Sampson,Football,NFL,1282641,The Team,https://www.athleteagent.com/agencies/326/clients
Eli Stowers,Football,NFL,0,The Team,https://www.athleteagent.com/agencies/326/clients
Elijah Molden,Football,NFL,1196463,The Team,https://www.athleteagent.com/agencies/326/clients
Eric Gray,Football,NFL,1021244,The Team,https://www.athleteagent.com/agencies/326/clients
Erick All,Football,NFL,0,The Team,https://www.athleteagent.com/agencies/326/clients
Evan Anderson,Football,NFL,0,The Team,https://www.athleteagent.com/agencies/326/clients
Foster Sarell,Football,NFL,1100000,The Team,https://www.athleteagent.com/agencies/326/clients
Gabe Jeudy-Lally,Football,NFL,0,The Team,https://www.athleteagent.com/agencies/326/clients
Geno Smith,Football,NFL,37500000,The Team,https://www.athleteagent.com/agencies/326/clients
Germie Bernard,Football,NFL,0,The Team,https://www.athleteagent.com/agencies/326/clients
Greg Dulcich,Football,NFL,1314785,The Team,https://www.athleteagent.com/agencies/326/clients
Hassan Haskins,Football,NFL,1088055,The Team,https://www.athleteagent.com/agencies/326/clients
Ihmir Smith-Marsette,Football,NFL,940000,The Team,https://www.athleteagent.com/agencies/326/clients
Isaiah Davis,Football,NFL,1068569,The Team,https://www.athleteagent.com/agencies/326/clients
Isaiah Pola-Mao,Football,NFL,3725000,The Team,https://www.athleteagent.com/agencies/326/clients
Isaiah Thomas,Football,NFL,0,The Team,https://www.athleteagent.com/agencies/326/clients
Jack Sanborn,Football,NFL,855833,The Team,https://www.athleteagent.com/agencies/326/clients
Jacob Cowing,Football,NFL,0,The Team,https://www.athleteagent.com/agencies/326/clients
Jaden Hicks,Football,NFL,1137177,The Team,https://www.athleteagent.com/agencies/326/clients
Jake Bailey,Football,NFL,1232500,The Team,https://www.athleteagent.com/agencies/326/clients
Jake Bobo,Football,NFL,901667,The Team,https://www.athleteagent.com/agencies/326/clients
Jake Golday,Football,NFL,0,The Team,https://www.athleteagent.com/agencies/326/clients
Jake Hummel,Football,NFL,1200000,The Team,https://www.athleteagent.com/agencies/326/clients
Jake Tonges,Football,NFL,216000,The Team,https://www.athleteagent.com/agencies/326/clients
Jalen Graham,Football,NFL,1305925,The Team,https://www.athleteagent.com/agencies/326/clients
Jalen Hurd,Football,NFL,870000,The Team,https://www.athleteagent.com/agencies/326/clients
Jalen Nailor,Football,NFL,11676667,The Team,https://www.athleteagent.com/agencies/326/clients
Jared Wiley,Football,NFL,1177155,The Team,https://www.athleteagent.com/agencies/326/clients
Jaxson Kirkland,Football,NFL,0,The Team,https://www.athleteagent.com/agencies/326/clients
Jaylan Ford,Football,NFL,1068569,The Team,https://www.athleteagent.com/agencies/326/clients
Jaylon Johnson,Football,NFL,19000000,The Team,https://www.athleteagent.com/agencies/326/clients
Jaylon Smith,Football,NFL,1035000,The Team,https://www.athleteagent.com/agencies/326/clients
Jelani Woods,Football,NFL,1343118,The Team,https://www.athleteagent.com/agencies/326/clients
Jeremy McNichols,Football,NFL,1337500,The Team,https://www.athleteagent.com/agencies/326/clients
Jerry Tillery,Football,NFL,3400000,The Team,https://www.athleteagent.com/agencies/326/clients
Joe Milton III,Football,NFL,1050829,The Team,https://www.athleteagent.com/agencies/326/clients
Johnathan Hankins,Football,NFL,1317500,The Team,https://www.athleteagent.com/agencies/326/clients
Jordan James,Football,NFL,1159921,The Team,https://www.athleteagent.com/agencies/326/clients
Jordan Morgan,Football,NFL,3546399,The Team,https://www.athleteagent.com/agencies/326/clients
Josh Johnson,Football,NFL,1422500,The Team,https://www.athleteagent.com/agencies/326/clients
Josh Woods,Football,NFL,1232500,The Team,https://www.athleteagent.com/agencies/326/clients
Joshua Farmer,Football,NFL,1216454,The Team,https://www.athleteagent.com/agencies/326/clients
Joshua Gray,Football,NFL,0,The Team,https://www.athleteagent.com/agencies/326/clients
Joshua Karty,Football,NFL,960000,The Team,https://www.athleteagent.com/agencies/326/clients
Joshua Pickett,Football,NFL,0,The Team,https://www.athleteagent.com/agencies/326/clients
Josiah Deguara,Football,NFL,1170000,The Team,https://www.athleteagent.com/agencies/326/clients
JuJu Smith-Schuster,Football,NFL,1422500,The Team,https://www.athleteagent.com/agencies/326/clients
Keaontay Ingram,Football,NFL,1030000,The Team,https://www.athleteagent.com/agencies/326/clients
Keleki Latu,Football,NFL,0,The Team,https://www.athleteagent.com/agencies/326/clients
Kendall Sheffield,Football,NFL,819197,The Team,https://www.athleteagent.com/agencies/326/clients
Kendre Miller,Football,NFL,1413580,The Team,https://www.athleteagent.com/agencies/326/clients
Kenny Clark,Football,NFL,16000000,The Team,https://www.athleteagent.com/agencies/326/clients
Kenyon Green,Football,NFL,3190681,The Team,https://www.athleteagent.com/agencies/326/clients
Laiatu Latu,Football,NFL,4257974,The Team,https://www.athleteagent.com/agencies/326/clients
Landon Jackson,Football,NFL,1654746,The Team,https://www.athleteagent.com/agencies/326/clients
Levi Onwuzurike,Football,NFL,2037223,The Team,https://www.athleteagent.com/agencies/326/clients
Logan Wilson,Football,NFL,9000000,The Team,https://www.athleteagent.com/agencies/326/clients
Mack Hollins,Football,NFL,4200000,The Team,https://www.athleteagent.com/agencies/326/clients
Mapalo Mwansa,Football,NFL,0,The Team,https://www.athleteagent.com/agencies/326/clients
MarShawn Lloyd,Football,NFL,0,The Team,https://www.athleteagent.com/agencies/326/clients
Marist Liufau,Football,NFL,1422879,The Team,https://www.athleteagent.com/agencies/326/clients
Matt Waletzko,Football,NFL,995873,The Team,https://www.athleteagent.com/agencies/326/clients
Maxx Crosby,Football,NFL,0,The Team,https://www.athleteagent.com/agencies/326/clients
Mike Jackson,Football,NFL,5250000,The Team,https://www.athleteagent.com/agencies/326/clients
Najee Harris,Football,NFL,5250000,The Team,https://www.athleteagent.com/agencies/326/clients
Nohl Williams,Football,NFL,1583879,The Team,https://www.athleteagent.com/agencies/326/clients
Oren Burks,Football,NFL,2500000,The Team,https://www.athleteagent.com/agencies/326/clients
Quentin Johnston,Football,NFL,2837756,The Team,https://www.athleteagent.com/agencies/326/clients
Rashee Rice,Football,NFL,1623802,The Team,https://www.athleteagent.com/agencies/326/clients
Roman Wilson,Football,NFL,1436292,The Team,https://www.athleteagent.com/agencies/326/clients
Rondale Moore,Football,NFL,1731060,The Team,https://www.athleteagent.com/agencies/326/clients
Ryan Fitzgerald,Football,NFL,993333,The Team,https://www.athleteagent.com/agencies/326/clients
Ryan Flournoy,Football,NFL,1017500,The Team,https://www.athleteagent.com/agencies/326/clients
Ryan Wright,Football,NFL,1750000,The Team,https://www.athleteagent.com/agencies/326/clients
Sam Okuayinonu,Football,NFL,927500,The Team,https://www.athleteagent.com/agencies/326/clients
Shaq Thompson,Football,NFL,6300000,The Team,https://www.athleteagent.com/agencies/326/clients
T.J. Edwards,Football,NFL,10000000,The Team,https://www.athleteagent.com/agencies/326/clients
Taylor Rapp,Football,NFL,1770000,The Team,https://www.athleteagent.com/agencies/326/clients
Terrance Ferguson,Football,NFL,0,The Team,https://www.athleteagent.com/agencies/326/clients
Tre Tucker,Football,NFL,1326021,The Team,https://www.athleteagent.com/agencies/326/clients
Trey McBride,Football,NFL,19000000,The Team,https://www.athleteagent.com/agencies/326/clients
Treydan Stukes,Football,NFL,3149520,The Team,https://www.athleteagent.com/agencies/326/clients
Trishton Jackson,Football,NFL,1149000,The Team,https://www.athleteagent.com/agencies/326/clients
Tyler Scott,Football,NFL,0,The Team,https://www.athleteagent.com/agencies/326/clients
Tyree Jackson,Football,NFL,1100000,The Team,https://www.athleteagent.com/agencies/326/clients
Vederian Lowe,Football,NFL,964468,The Team,https://www.athleteagent.com/agencies/326/clients
Zach Ertz,Football,NFL,6250000,The Team,https://www.athleteagent.com/agencies/326/clients
Zah Frazier,Football,NFL,1130054,The Team,https://www.athleteagent.com/agencies/326/clients
Basil Okoye,Football,NFL,840000,The Uprise Sports Agency,https://www.athleteagent.com/agencies/307/clients
Chukwuebuka Godrick,Football,NFL,0,The Uprise Sports Agency,https://www.athleteagent.com/agencies/307/clients
Roy Mbaeteka,Football,NFL,898333,The Uprise Sports Agency,https://www.athleteagent.com/agencies/307/clients
Wesley Steiner,Football,NFL,0,Tony Rodgers,https://www.athleteagent.com/agencies/1314/clients
Jacardia Wright,Football,NFL,0,Top Line Sports Agency,https://www.athleteagent.com/agencies/1179/clients
Lucas Krull,Football,NFL,1030000,Top Line Sports Agency,https://www.athleteagent.com/agencies/1179/clients
Brandon Dorlus,Football,NFL,1210599,Trust Sports & Entertainment,https://www.athleteagent.com/agencies/1053/clients
Devin Cochran,Football,NFL,750000,Trust Sports & Entertainment,https://www.athleteagent.com/agencies/1053/clients
James Pierre,Football,NFL,1170000,Trust Sports & Entertainment,https://www.athleteagent.com/agencies/1053/clients
Rasheed Walker,Football,NFL,935218,Trust Sports & Entertainment,https://www.athleteagent.com/agencies/1053/clients
Adam Prentice,Football,NFL,1170000,Turner Sports Management,https://www.athleteagent.com/agencies/313/clients
Alex Bachman,Football,NFL,1030000,Turner Sports Management,https://www.athleteagent.com/agencies/313/clients
Lucas Patrick,Football,NFL,0,Turner Sports Management,https://www.athleteagent.com/agencies/313/clients
Nate Adkins,Football,NFL,901667,Turner Sports Management,https://www.athleteagent.com/agencies/313/clients
Ryan Miller,Football,NFL,0,Turner Sports Management,https://www.athleteagent.com/agencies/313/clients
Trace Ford,Football,NFL,0,Turner Sports Management,https://www.athleteagent.com/agencies/313/clients
Bucky Williams,Football,NFL,0,"US Sports, Inc",https://www.athleteagent.com/agencies/449/clients
Emanuel Wilson,Football,NFL,1030000,"US Sports, Inc",https://www.athleteagent.com/agencies/449/clients
John Jiles,Football,NFL,0,"US Sports, Inc",https://www.athleteagent.com/agencies/449/clients
Kameron Johnson,Football,NFL,946667,"US Sports, Inc",https://www.athleteagent.com/agencies/449/clients
Kion Smith,Football,NFL,927500,"US Sports, Inc",https://www.athleteagent.com/agencies/449/clients
Markees Watts,Football,NFL,898333,"US Sports, Inc",https://www.athleteagent.com/agencies/449/clients
Rushawn Baker,Football,NFL,0,"US Sports, Inc",https://www.athleteagent.com/agencies/449/clients
Tanner Ingle,Football,NFL,0,"US Sports, Inc",https://www.athleteagent.com/agencies/449/clients
Ty Chandler,Football,NFL,989710,"US Sports, Inc",https://www.athleteagent.com/agencies/449/clients
Josh Jacobs,Football,NFL,12000000,Underscore Talent,https://www.athleteagent.com/agencies/1131/clients
Addison West,Football,NFL,1490000,United Athlete Sports,https://www.athleteagent.com/agencies/315/clients
Anthony Torres,Football,NFL,0,United Athlete Sports,https://www.athleteagent.com/agencies/315/clients
Austin Brinkman,Football,NFL,991667,United Athlete Sports,https://www.athleteagent.com/agencies/315/clients
B.J. Thompson,Football,NFL,0,United Athlete Sports,https://www.athleteagent.com/agencies/315/clients
Ben Sauls,Football,NFL,0,United Athlete Sports,https://www.athleteagent.com/agencies/315/clients
Benton Whitley,Football,NFL,0,United Athlete Sports,https://www.athleteagent.com/agencies/315/clients
Blake Grupe,Football,NFL,899167,United Athlete Sports,https://www.athleteagent.com/agencies/315/clients
Brady Latham,Football,NFL,0,United Athlete Sports,https://www.athleteagent.com/agencies/315/clients
Brady Russell,Football,NFL,1030000,United Athlete Sports,https://www.athleteagent.com/agencies/315/clients
Cal Adomitis,Football,NFL,1100000,United Athlete Sports,https://www.athleteagent.com/agencies/315/clients
Chris Stoll,Football,NFL,900500,United Athlete Sports,https://www.athleteagent.com/agencies/315/clients
Coleman Owen,Football,NFL,0,United Athlete Sports,https://www.athleteagent.com/agencies/315/clients
Devonte O'Malley,Football,NFL,0,United Athlete Sports,https://www.athleteagent.com/agencies/315/clients
Dre Greenlaw,Football,NFL,10500000,United Athlete Sports,https://www.athleteagent.com/agencies/315/clients
Giovanni Ricci,Football,NFL,940000,United Athlete Sports,https://www.athleteagent.com/agencies/315/clients
